,Content ID,Type,Datetime,ContentType,Category,Sentiment,Score,Is_Top_5_Category
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2021-02-11 04:53:56,photo,HEALTHY EATING,negative,15,True
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-03-08 10:40:53,photo,HEALTHY EATING,negative,5,True
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,2021-03-28 21:15:26,photo,HEALTHY EATING,negative,0,True
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-05-25 01:00:28,photo,HEALTHY EATING,negative,5,True
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-15 12:17:43,photo,HEALTHY EATING,positive,50,True
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2021-05-05 16:26:43,photo,HEALTHY EATING,positive,65,True
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-08-31 00:21:56,photo,HEALTHY EATING,positive,65,True
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,2021-06-16 03:02:28,photo,HEALTHY EATING,positive,60,True
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,2020-07-07 10:52:30,photo,HEALTHY EATING,neutral,20,True
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 07:59:11,photo,HEALTHY EATING,neutral,35,True
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-09-23 11:15:19,photo,HEALTHY EATING,positive,65,True
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-24 05:56:19,photo,HEALTHY EATING,positive,50,True
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-12-07 19:13:23,photo,HEALTHY EATING,negative,5,True
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2020-08-03 16:41:04,photo,HEALTHY EATING,positive,75,True
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2021-01-10 15:36:01,photo,HEALTHY EATING,positive,72,True
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20 08:48:13,photo,HEALTHY EATING,negative,15,True
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20 14:06:31,photo,HEALTHY EATING,positive,70,True
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24 12:15:34,photo,HEALTHY EATING,positive,72,True
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06 01:27:19,photo,HEALTHY EATING,positive,30,True
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 00:09:41,photo,HEALTHY EATING,positive,60,True
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 07:56:56,photo,HEALTHY EATING,positive,50,True
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-05 18:00:42,photo,HEALTHY EATING,positive,50,True
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37:37,photo,HEALTHY EATING,negative,5,True
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 02:42:43,photo,HEALTHY EATING,positive,30,True
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 08:38:47,photo,HEALTHY EATING,negative,10,True
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 08:00:05,photo,HEALTHY EATING,neutral,35,True
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57:09,photo,HEALTHY EATING,positive,60,True
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58:54,photo,HEALTHY EATING,positive,75,True
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47:07,photo,HEALTHY EATING,positive,70,True
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16:01,photo,HEALTHY EATING,negative,5,True
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46:17,photo,HEALTHY EATING,negative,10,True
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-12-11 14:08:51,photo,HEALTHY EATING,negative,15,True
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41:18,photo,HEALTHY EATING,negative,10,True
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 00:33:42,photo,HEALTHY EATING,positive,70,True
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13:56,photo,HEALTHY EATING,positive,30,True
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49,photo,HEALTHY EATING,positive,65,True
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27,photo,HEALTHY EATING,positive,60,True
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33,photo,HEALTHY EATING,negative,0,True
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29,photo,HEALTHY EATING,positive,72,True
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27,photo,HEALTHY EATING,positive,72,True
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51,photo,HEALTHY EATING,positive,72,True
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,2020-08-04 19:26:08,photo,HEALTHY EATING,negative,12,True
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46,photo,HEALTHY EATING,positive,30,True
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12,photo,TECHNOLOGY,negative,12,True
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54,photo,TECHNOLOGY,positive,70,True
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15,photo,TECHNOLOGY,positive,60,True
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23,photo,TECHNOLOGY,negative,15,True
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35,photo,TECHNOLOGY,positive,60,True
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40,photo,TECHNOLOGY,negative,5,True
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26,photo,TECHNOLOGY,neutral,20,True
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26,video,FOOD,negative,15,True
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02:53,GIF,COOKING,positive,30,False
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 03:45:03,GIF,COOKING,negative,5,False
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 08:49:29,GIF,COOKING,positive,70,False
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06:04,GIF,COOKING,neutral,35,False
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25:52,GIF,COOKING,negative,10,False
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12:03,GIF,COOKING,positive,65,False
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 04:01:15,GIF,COOKING,positive,70,False
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 08:44:25,GIF,COOKING,positive,30,False
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45:41,GIF,COOKING,positive,72,False
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2020-12-03 16:47:33,GIF,COOKING,positive,50,False
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03:24,GIF,COOKING,positive,50,False
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39:54,GIF,COOKING,positive,70,False
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 00:35:24,GIF,COOKING,neutral,20,False
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33:17,GIF,COOKING,positive,72,False
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21:54,GIF,COOKING,negative,12,False
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 02:12:26,GIF,COOKING,neutral,35,False
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 06:09:46,GIF,COOKING,negative,10,False
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 03:16:57,GIF,COOKING,negative,10,False
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50:16,GIF,COOKING,positive,45,False
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2020-10-24 14:06:32,GIF,COOKING,neutral,20,False
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18:45,GIF,COOKING,neutral,35,False
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07:25,GIF,COOKING,positive,72,False
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36,video,DOGS,positive,70,False
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49,video,DOGS,positive,60,False
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50,video,DOGS,positive,45,False
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44,video,DOGS,negative,12,False
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32,video,DOGS,negative,0,False
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42,video,DOGS,positive,60,False
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46,video,DOGS,negative,5,False
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16,video,DOGS,positive,50,False
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24,video,DOGS,neutral,35,False
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2020-11-08 10:53:19,video,DOGS,neutral,20,False
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29,video,DOGS,positive,60,False
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56,video,DOGS,negative,0,False
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47,video,DOGS,positive,70,False
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00,video,DOGS,positive,30,False
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16,video,DOGS,negative,5,False
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01,video,DOGS,positive,45,False
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50,video,DOGS,negative,10,False
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49,video,DOGS,negative,12,False
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58,video,DOGS,positive,70,False
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-08-02 06:20:43,video,DOGS,negative,15,False
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36,video,DOGS,positive,70,False
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21,video,DOGS,positive,75,False
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34,video,DOGS,negative,10,False
144,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19,video,DOGS,negative,15,False
145,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00,video,DOGS,neutral,20,False
146,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48,video,DOGS,positive,30,False
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31,video,DOGS,negative,15,False
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01,video,DOGS,negative,15,False
149,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35,video,DOGS,positive,30,False
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-28 08:31:27,video,DOGS,positive,30,False
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32,video,DOGS,positive,30,False
152,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58,video,DOGS,negative,12,False
153,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22,video,DOGS,negative,15,False
154,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54,video,DOGS,positive,60,False
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,video,DOGS,positive,60,False
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06,video,DOGS,positive,30,False
157,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,video,DOGS,positive,60,False
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13,video,DOGS,positive,70,False
159,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20,video,DOGS,negative,0,False
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-02-07 15:59:10,video,DOGS,positive,70,False
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24,video,DOGS,negative,5,False
162,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24,video,DOGS,positive,50,False
163,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09,video,DOGS,positive,65,False
164,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48,video,DOGS,positive,72,False
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36,video,TECHNOLOGY,positive,70,True
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19,video,TECHNOLOGY,positive,75,True
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,video,TECHNOLOGY,positive,60,True
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21,video,TECHNOLOGY,negative,12,True
169,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53,photo,SOCCER,positive,72,False
170,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03,photo,SOCCER,neutral,20,False
171,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38,photo,SOCCER,negative,12,False
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57,photo,SOCCER,positive,45,False
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58,photo,SOCCER,positive,70,False
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 00:15:07,photo,SOCCER,negative,5,False
175,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36:48,photo,SOCCER,positive,65,False
176,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19 13:38:44,photo,SOCCER,positive,72,False
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22 02:08:07,photo,SOCCER,positive,70,False
178,0bedca96-fb76-4287-a83c-17330ed39cce,super love,2020-06-26 10:33:08,photo,SOCCER,positive,75,False
179,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15 18:16:38,photo,SOCCER,positive,50,False
180,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26 13:42:17,photo,SOCCER,positive,65,False
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14 00:56:54,photo,PUBLIC SPEAKING,positive,70,False
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21 21:27:18,photo,PUBLIC SPEAKING,neutral,20,False
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 06:57:35,photo,PUBLIC SPEAKING,negative,10,False
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11:03,photo,PUBLIC SPEAKING,positive,70,False
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 06:09:02,photo,PUBLIC SPEAKING,positive,50,False
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37:55,photo,PUBLIC SPEAKING,neutral,20,False
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:05,photo,PUBLIC SPEAKING,positive,60,False
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:37,photo,PUBLIC SPEAKING,negative,15,False
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08:59,photo,PUBLIC SPEAKING,positive,72,False
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2020-07-06 11:18:23,photo,PUBLIC SPEAKING,neutral,35,False
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 04:56:15,photo,PUBLIC SPEAKING,positive,50,False
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25:27,photo,PUBLIC SPEAKING,positive,45,False
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 01:25:23,photo,PUBLIC SPEAKING,positive,70,False
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45:51,photo,PUBLIC SPEAKING,neutral,35,False
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28:53,photo,PUBLIC SPEAKING,negative,12,False
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39:14,photo,PUBLIC SPEAKING,positive,45,False
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 03:15:32,photo,PUBLIC SPEAKING,positive,75,False
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 06:56:18,photo,PUBLIC SPEAKING,positive,70,False
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:52,photo,PUBLIC SPEAKING,positive,60,False
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-07-19 19:28:53,photo,PUBLIC SPEAKING,positive,60,False
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:24,photo,PUBLIC SPEAKING,negative,15,False
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:15,photo,PUBLIC SPEAKING,negative,15,False
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 03:24:57,photo,PUBLIC SPEAKING,negative,5,False
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 01:44:22,photo,PUBLIC SPEAKING,negative,0,False
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13 04:14:45,photo,PUBLIC SPEAKING,negative,0,False
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14 04:36:58,photo,PUBLIC SPEAKING,positive,72,False
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15 16:03:17,photo,PUBLIC SPEAKING,negative,10,False
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08 17:23:39,photo,PUBLIC SPEAKING,positive,50,False
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55:59,photo,PUBLIC SPEAKING,positive,60,False
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-02-21 05:01:29,photo,PUBLIC SPEAKING,positive,70,False
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09 08:58:04,photo,PUBLIC SPEAKING,positive,45,False
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26 23:45:10,photo,PUBLIC SPEAKING,positive,72,False
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20 13:18:45,photo,PUBLIC SPEAKING,negative,12,False
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29 21:34:57,photo,PUBLIC SPEAKING,positive,50,False
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22 02:48:34,photo,PUBLIC SPEAKING,neutral,20,False
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39:43,photo,PUBLIC SPEAKING,negative,15,False
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01 15:10:15,photo,PUBLIC SPEAKING,positive,72,False
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21 08:24:23,photo,PUBLIC SPEAKING,negative,5,False
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50:58,photo,PUBLIC SPEAKING,negative,15,False
